sezione,domanda,tipo,pagina_pdf,risposta,incipit
Topic 8 - Probability,75,PS,71,,"A random 10Hletter code is to be formed using the letters A, B, C, D, E, F, G, H, I and I..."
Topic 8 - Probability,77,PS,71,,A box contains three pairs of blue gloves and two pairs of green gloves. Each pair consist...
Topic 8 - Probability,78,PS,71,,A football team has 99 players. Each player has a uniform number from 1 to 99 and no two p...
Topic 8 - Probability,79,PS,72,,"What is the probability that w v u and z y x are reciprocal fractions? ( 1) v, w, y, and z..."
Topic 8 - Probability,80,PS,72,,"Bill and Jane play a simple game involving two fair dice, each of which has six sides numb..."
Topic 8 - Probability,81,PS,72,,"Kate and Danny each have $10. Together, they flip a fair coin 5 times. Every time the coin..."
Topic 8 - Probability,82,PS,72,,There is a 10% chance that it won’t snow all winter long. There is a 20% chance that schoo...
Topic 8 - Probability,84,PS,72,,"A small, experimental plane has three engines, one of which is redundant. That is, as long..."
Topic 8 - Probability,85,DS,72,,"In the game of Funball, each batter can either hit a home run, hit a single, or strikeout,..."
Topic 8 - Probability,86,PS,72,,Ms. Barton has four children. You are told correctly that she has at least two girls but y...
Topic 8 - Probability,87,DS,72,,Mike recently won a contest in which he will have the opportunity to shoot free throws in...
Topic 8 - Probability,88,PS,73,,"Laura has a deck of standard playing cards with 13 of the 52 cards designated as a ""heart...."
Topic 8 - Probability,89,PS,73,,A license plate in the country Kerrania consists of four digits followed by two letters. T...
Topic 8 - Probability,79,PS,73,,"If it takes the police 10 minutes to inspect each vehicle, what is the probability that th..."
Topic 8 - Probability,90,PS,73,,"A grid of light bulbs measures x bulbs by x bulbs, where x > 2. If 4 light bulbs are illum..."
Topic 8 - Probability,91,PS,73,,Baseball's World Series matches 2 teams against each other in a bestHofHseven series. The...
Topic 8 - Probability,92,PS,73,,"Harriet and Tran each have $10. Together, they flip a fair coin 5 times. Every time the co..."
Topic 8 - Probability,93,PS,73,,If 40 percent of all students at College X have brown hair and 70 percent of all students...
Topic 8 - Probability,94,PS,73,,"In a room filled with 7 people, 4 people have exactly 1 friend in the room and 3 people ha..."
Topic 8 - Probability,95,PS,73,,Bill has a small deck of 12 playing cards made up of only 2 suits of 6 cards each. Each of...
Topic 8 - Probability,96,PS,73,,"If a jury of 12 people is to be selected randomly from a pool of 15 potential jurors, and..."
Topic 8 - Probability,97,PS,73,,John and Peter are among the nine players a basketball coach can choose from to field a fi...
Topic 8 - Probability,98,PS,73,,A small company employs 3 men and 5 women. If a team of 4 employees is to be randomly sele...
Topic 8 - Probability,99,PS,73,,"A box contains one dozen donuts. Four of the donuts are chocolate, four are glazed, and fo..."
Topic 8 - Probability,100,DS,74,,"8 cities, including Memphis, compete in a national contest to host a political convention...."
Topic 8 - Probability,101,PS,74,,"A hand purse contains 6 nickels, 5 pennies and 4 dimes. What is the probability of picking..."
Topic 8 - Probability,102,PS,74,,"Jim and Renee will play one game of Rock, Paper, Scissors. In this game, each will select..."
Topic 8 - Probability,103,DS,74,,A certain box contains only red balls and green balls. If one ball is randomly selected fr...
Topic 8 - Probability,104,PS,74,,"At a certain car dealership, the 40 vehicles equipped with air conditioning represent 80%..."
Topic 8 - Probability,105,PS,74,,"In a card game, a combination of two aces beats all others. If Jose is the first to draw f..."
Topic 8 - Probability,106,PS,74,,"Derrick and Lena, a married couple attending the same business school, go to a corporate p..."
Topic 8 - Probability,107,PS,74,,If two balls are randomly drawn from a green urn containing 5 black and 5 white balls and...
Topic 8 - Probability,108,PS,74,,"In a certain game of dice, the player’s score is determined as a sum of three throws of a..."
Topic 8 - Probability,109,PS,74,,"Mathematics, Physics and Chemistry books are stored on a library shelf that can accommodat..."
Topic 8 - Probability,110,PS,74,,Maria bought 4 black and a certain number of red and blue pencils at 15 cents each and car...
Topic 8 - Probability,111,PS,74,,"If Jessica tosses a coin 3 times, what is the probability that she will get heads at least..."
Topic 8 - Probability,112,PS,74,,"Set S consists of numbers 2, 3, 6, 48 and 164. Number K is computed by multiplying one ran..."
Topic 8 - Probability,113,PS,75,,"Two identical urns—black and white—each contain 5 blue, 5 red and 10 green balls. Every ba..."
Topic 8 - Probability,114,PS,75,,"According to a recent student poll, 15 out of 21 members of the finance club are intereste..."
Topic 8 - Probability,115,PS,75,,"If 4 fair dice are thrown simultaneously, what is the probability of getting at least one..."
Topic 8 - Probability,116,PS,75,,Operation ‘#” is defined as adding a randomly selected twoHdigit multiple of 6 to a random...
Topic 8 - Probability,117,PS,75,,"Number N is randomly selected from a set of consecutive integers between 50 and 69, inclus..."
Topic 8 - Probability,118,PS,75,,"Each year three space shuttles are launched, two in June and one in October. If each shutt..."
Topic 8 - Probability,119,PS,75,,Rowan throws 3 dice and records the product of the numbers appearing at the top of each di...
Topic 8 - Probability,120,PS,75,,"A telephone number contains 10 digits, including a 3Hdigit area code. Bob remembers the ar..."
Topic 8 - Probability,121,PS,75,,"If number N is randomly drawn from a set of all nonHnegative singleHdigit integers, what i..."
Topic 8 - Probability,122,PS,75,,The acceptance rate at a certain business school is 15% for the first time applicants and...
Topic 8 - Probability,123,PS,75,,If a randomly selected positive single digit multiple of 3 is multiplied by a randomly sel...
Topic 8 - Probability,124,DS,75,,"If a pencil is selected at random from a desk drawer, what is the probability that this pe..."
Topic 8 - Probability,125,DS,75,,What is the probability of selecting a white ball from an urn? (1) There are twice as many...
Topic 8 - Probability,126,DS,75,,Jonathan would like to visit one of the 12 gyms in his area. If he selects a gym at random...
Topic 8 - Probability,127,DS,75,,"There were initially no black marbles in a jar. Subsequently, new marbles were added to th..."
Topic 8 - Probability,128,DS,75,,What is the probability that it will rain on each of the next 3 days if the probability of...
Topic 8 - Probability,129,DS,76,,"If a number is drawn at random from the first 1000 positive integers, what is the probabil..."
Topic 8 - Probability,130,PS,76,,"Number N is randomly selected from a set of all primes between 10 and 40, inclusive. Numbe..."
Topic 8 - Probability,131,DS,76,,What is the probability of selecting a clean number from a set of integers containing all...
Topic 8 - Probability,132,PS,76,,"On his drive to work, Leo listens to one of three radio stations A, B, or C. He first turn..."
Topic 8 - Probability,133,PS,76,,A certain junior class has 1000 students and a certain senior class has 800 students. Amon...
Topic 8 - Probability,134,PS,76,,"Each of the 25 balls in a certain box is either red, blue, or white and has a number from..."
Topic 8 - Probability,135,PS,76,,"A certain jar contains only B black marbles, W white marbles, and R red marbles, if one ma..."
Topic 8 - Probability,136,PS,76,,"There are eight magazines, including 4 fashion books and 4 sports books. If three books ar..."
Topic 8 - Probability,137,PS,76,,"What is the probability that a number selected from (H10, H6, H5, H4, H2.5, H1, 0, 2.5, 4,..."
MISCELLANEOUS QUESTIONS,1,PS,77,,"A political candidate collected $1,749 from a fund raising dinner. If each supporter contr..."
MISCELLANEOUS QUESTIONS,2,PS,77,,"Joan, Kylie, Lillian, and Miriam all celebrate their birthdays today. Joan is 2 years youn..."
MISCELLANEOUS QUESTIONS,3,PS,77,,Janet is now 25 years younger than her mother Carol. If in 6 years Janet's age will be hal...
MISCELLANEOUS QUESTIONS,4,PS,77,,"A certain company has budgeted $1,440 for entertainment expenses for the year, divided int..."
MISCELLANEOUS QUESTIONS,5,PS,77,,"The ACME company manufactured x brooms per month from January to April, inclusive. On the..."
MISCELLANEOUS QUESTIONS,6,PS,77,,The number of passengers on a certain bus at any given time is given by the equation P = H...
MISCELLANEOUS QUESTIONS,7,PS,77,,John was 27 years old when he married Betty. They just celebrated their fifth wedding anni...
MISCELLANEOUS QUESTIONS,8,PS,77,,"Joe needs to paint all the airplane hangars at the airport, so he buys 360 gallons of pain..."
MISCELLANEOUS QUESTIONS,9,PS,77,,"A certain movie star's salary for each film she makes consists of a fixed amount, along wi..."
MISCELLANEOUS QUESTIONS,10,PS,77,,"As a bicycle salesperson, Norman earns a fixed salary of $20 per week plus $6 per bicycle..."
MISCELLANEOUS QUESTIONS,11,PS,77,,A basketball team composed of 12 players scored 100 points in a particular contest. If non...
MISCELLANEOUS QUESTIONS,12,PS,78,,"Sally has a gold credit card with a certain spending limit, and a platinum card with twice..."
MISCELLANEOUS QUESTIONS,13,PS,78,,Martina earns oneHsixth of her annual income during the month of June and oneHeighth in Au...
MISCELLANEOUS QUESTIONS,14,PS,78,,"On January 1, 2076, Lake Loser contains x liters of water. By Dec 31 of that same year, 2/..."
MISCELLANEOUS QUESTIONS,15,PS,78,,3/4 of all married couples have more than one child. 2/5 of all married couples have more...
MISCELLANEOUS QUESTIONS,16,PS,78,,"Billy has an unlimited supply of the following coins: pennies (1¢), nickels (5¢), dimes (1..."
MISCELLANEOUS QUESTIONS,17,PS,78,,A certain violet paint contains 30 percent blue pigment and 70 percent red pigment by weig...
MISCELLANEOUS QUESTIONS,18,PS,78,,"The workforce of a certain company comprised exactly 10,500 employees after a fourHyear pe..."
MISCELLANEOUS QUESTIONS,19,PS,78,,"A certain farm has a group of sheep, some of which are rams (males) and the rest ewes (fem..."
MISCELLANEOUS QUESTIONS,20,PS,78,,"The price of a bushel of corn is currently $3.20, and the price of a peck of wheat is $5.8..."
MISCELLANEOUS QUESTIONS,21,DS,79,,"At a certain college, students can major in science, math, history, or linguistics. If the..."
MISCELLANEOUS QUESTIONS,22,DS,79,,"A green bucket and a blue bucket are each filled to capacity with several liquids, none of..."
MISCELLANEOUS QUESTIONS,23,DS,79,,"At a certain bookstore, each notepad costs x dollars and each markers costs y dollars. If..."
MISCELLANEOUS QUESTIONS,25,DS,79,,"Bill runs a hot dog stand, and at the end of the day he has collected an assortment of $1,..."
MISCELLANEOUS QUESTIONS,26,DS,79,,"In a single row of yellow, green and red colored tiles, every red tile is preceded immedia..."
MISCELLANEOUS QUESTIONS,27,DS,79,,A number of apples and oranges are to be distributed evenly among a number of baskets. Eac...
MISCELLANEOUS QUESTIONS,28,DS,79,,A store purchases 20 coats that each cost an equal amount and then sold each of the 20 coa...
MISCELLANEOUS QUESTIONS,29,DS,79,,"Six countries in a certain region sent 75 representatives to an international congress, an..."
MISCELLANEOUS QUESTIONS,30,DS,79,,"In a certain conference room each row of chairs has the same number of chairs, and the num..."
MISCELLANEOUS QUESTIONS,31,DS,80,,"Store S sold a total of 90 copies of a certain book during the seven days of last week, an..."
MISCELLANEOUS QUESTIONS,32,DS,80,,Each person attending a fundHraising party for a certain club was charged the same admissi...
MISCELLANEOUS QUESTIONS,33,DS,80,,"If Bob produces 36 or fewer in a week, he is paid X dollars per item. If Bob produces more..."
MISCELLANEOUS QUESTIONS,34,DS,80,,Did one of three members of a certain team sell at least 2 raffle tickets yesterday? (1) T...
MISCELLANEOUS QUESTIONS,35,DS,80,,One kilogram of a certain coffee blend consists of X kilogram of type I and Y kilogram of...
MISCELLANEOUS QUESTIONS,36,DS,80,,Marta bought several pencils. If each pencil was either a 23Hcent pencil or a 21Hcent penc...
MISCELLANEOUS QUESTIONS,37,DS,80,,Juan bought some paperback books that cost $8 each and hardcover books that $25 each. If J...
MISCELLANEOUS QUESTIONS,38,DS,80,,"For Manufacturer M, the cost C of producing X Units of its product per month is given by c..."
MISCELLANEOUS QUESTIONS,39,PS,80,,A computer chip manufacturer expects the ratio of the number of defective chips to the tot...
MISCELLANEOUS QUESTIONS,40,PS,80,,A certain library assesses fines for overdue books as follows. On the first day that a boo...
MISCELLANEOUS QUESTIONS,41,PS,81,,"When a certain tree was first planted, it was 4 feet tall, and the height of the tree incr..."
MISCELLANEOUS QUESTIONS,42,PS,81,,"To celebrate a colleague's retirement, the T coworkers in an office agreed to share equall..."
MISCELLANEOUS QUESTIONS,43,PS,81,,A certain business company produced x rakes each month from November through February and...
MISCELLANEOUS QUESTIONS,44,PS,81,,"A certain company plans to sell Product X for p dollars per unit, where p is randomly chos..."
MISCELLANEOUS QUESTIONS,45,PS,81,,Every day a certain bank calculates its average daily deposit for that calendar month up t...
MISCELLANEOUS QUESTIONS,46,DS,81,,Three completely unmarked containers are used for measuring water. Water may be poured fro...
MISCELLANEOUS QUESTIONS,48,PS,81,,Chandra and Ken are waiting in line for concert tickets. If each person takes up 2 feet of...
MISCELLANEOUS QUESTIONS,49,DS,81,,"Nina and Teri are playing a dice game. Each girl rolls a pair of 12Hsided dice, numbered w..."
MISCELLANEOUS QUESTIONS,50,DS,81,,"In the game Cako, a player is awarded one tick for every third Alb captured, and one click..."
MISCELLANEOUS QUESTIONS,51,PS,82,,The vertical position of an object can be approximated at any given time by the function:...
MISCELLANEOUS QUESTIONS,52,DS,82,,"A Trussian's weight, in keils, can be calculated by taking the square root of his age in y..."
MISCELLANEOUS QUESTIONS,54,PS,82,,Jim went to the bakery to buy donuts for his office mates. He chose a quantity of similar...
MISCELLANEOUS QUESTIONS,55,DS,82,,Bobby and his younger brother Johnny have the same birthday. Johnny's age now is the same...
MISCELLANEOUS QUESTIONS,56,PS,82,,A certain clothing manufacturer makes only two types of men's blazer: cashmere and mohair....
MISCELLANEOUS QUESTIONS,57,PS,82,,Roberto has three children: two girls and a boy. All were born on the same date in differe...
MISCELLANEOUS QUESTIONS,59,DS,82,,"Ten years ago, scientists predicted that the animal z would become extinct in t years. Wha..."
MISCELLANEOUS QUESTIONS,60,PS,82,,The longevity of a certain metal construction is determined by the following formula: l =...
"Calculations, Exponents, Basic Algebra",2,PS,83,,List the following in increasing order from left to right: ? 3. lies between: 4 & 5 5 & 6...
"Calculations, Exponents, Basic Algebra",4,DS,83,,8 a(1/4)b = ? (1) b = 1.5a (2) a = 2
"Calculations, Exponents, Basic Algebra",5,PS,83,,"A, B, C, D, E, F, G, and H are all integers, listed in order of increasing size. When thes..."
"Calculations, Exponents, Basic Algebra",6,PS,83,,(3 5x + 35x + 35x)(45x + 45x + 45x + 45x) =
"Calculations, Exponents, Basic Algebra",7,PS,83,,"The threeHdigit positive integer x has the hundreds, tens, and units digits of a, b, and c..."
"Calculations, Exponents, Basic Algebra",8,DS,83,,Is x > 1010 ? (1) x > 234 (2) x = 235 9. = ?
"Calculations, Exponents, Basic Algebra",10,DS,83,,What is the value of 2 a4b? (1) a = H2b (2) b = 4
"Calculations, Exponents, Basic Algebra",11,PS,83,,"If 27 4x + 2 × 162H2x × 36x × 96 – 2x = 1, then what is the value of x? H9 H6 3 6 9"
"Calculations, Exponents, Basic Algebra",12,PS,83,,"If (2 2x+1)(32yH1) = 8x27y, then x + y = H3 H1 0 1 3"
"Calculations, Exponents, Basic Algebra",13,PS,83,,"If (6 2)(44)(5x)(20) / (82)(9) = 1375, what is the value of x? H1 0 1 2 3"
"Calculations, Exponents, Basic Algebra",14,DS,83,,"If 5 x = y, what is x? (1) y2 = 625 (2) y3 = 15,625"
"Calculations, Exponents, Basic Algebra",15,DS,83,,"Wendy, Jim, and Pedro are golfing. Collectively, they have 24 golf balls. How many golf ba..."
"Calculations, Exponents, Basic Algebra",16,DS,83,,"If x, y, and z are integers greater than 1, and (327)(3510)(z) = (58)(710)(914)(xy), then..."
"Calculations, Exponents, Basic Algebra",17,PS,83,,"If 4 4x = 1600, what is the value of (4x–1)2? 40 20 10 5/2 5/4"
"Calculations, Exponents, Basic Algebra",18,PS,83,,"If x and y are integers and (15x + 15x+1) / 4y = 15y, what is the value of x? 2 3 4 5 Cann..."
"Calculations, Exponents, Basic Algebra",19,PS,83,,"If 3 m3m3m = 9n, then m/n = H24(512) H23(512) H24(56) 23(512) 24(512) 125x+1 315x + 420x 2..."
"Calculations, Exponents, Basic Algebra",20,DS,84,,"If a = 3b – 1, what is the value of a + b ? (1) 3 b + 2 = 243 (2) a = 32b – 4 21. What is..."
"Calculations, Exponents, Basic Algebra",22,DS,84,,"If x2/9 – 4/y2 = 12, what is the value of x? (1) x/3 + 2/y = 6 (2) x/3 – 2/y = 2"
"Calculations, Exponents, Basic Algebra",23,DS,84,,What is the value of ( a + b)2 ? (1) a = 15/b (2) (a – b)2 = 4
"Calculations, Exponents, Basic Algebra",24,PS,84,,"If x and y are positive and x2y2 = 18 – 3xy, then x2 = 18 – 3y / y3 18 / y2 18 / y2 + 3y 9..."
"Calculations, Exponents, Basic Algebra",25,PS,84,,"If y = √(3y + 4), then the product of all possible solutions for y is H4 H2 0 3 6"
"Calculations, Exponents, Basic Algebra",26,PS,84,,"If the sum of the cubes of a and b is 8 and a6 – b6 = 14, what is the value of a3 – b3? ¼..."
"Calculations, Exponents, Basic Algebra",27,PS,84,,"If x does not equal y, and xy does not equal 0, then when x is replaced by 1/x and y is re..."
"Calculations, Exponents, Basic Algebra",28,PS,84,,"If x and y are nonHzero integers, and 9 x4 – 4y4 = 3x2 + 2y2, which of the following could..."
"Calculations, Exponents, Basic Algebra",29,DS,84,,What is the ratio of r to s? (1) r + s = 7 (2) r2 – s2 = 7
"Calculations, Exponents, Basic Algebra",30,DS,84,,"If there are x men and y women in a choir, and there are z more men than there are women i..."
"Calculations, Exponents, Basic Algebra",31,PS,84,,"The value of x is one quarter of z. The sum of x, y, and z is equal to 26. If the value of..."
"Calculations, Exponents, Basic Algebra",32,DS,84,,"If 2 + 5a – b/2 = 3c, what is the value of b? (1) a + c = 13 (2) H12c = H20a + 4"
"Calculations, Exponents, Basic Algebra",33,DS,84,,"If xy does not equal zero, what is the value of xy? (1) 2/x + 2/y = 3 (2) x 3 – (2/y)3 = 0"
"Calculations, Exponents, Basic Algebra",34,PS,84,,The expression 3 / (2 + √3) is equal to:
"Calculations, Exponents, Basic Algebra",35,PS,84,,"If (1/5) m × (1/4)18=1/2 × (10)35, then m=?"
"Calculations, Exponents, Basic Algebra",36,PS,84,,"If 5 21 × 411=2 × 10n, what is the value of n? 11 21 22 23 32"
"Calculations, Exponents, Basic Algebra",37,PS,84,,Which of the following best approximates the value of q if 528+311=5q ? 39 30 28 27 17
"Calculations, Exponents, Basic Algebra",38,DS,84,,What is the value of (2 x + 2x) / 2y ? (1) x – y = 8 (2) x/y = H3 39. If x is not equal to...
"Calculations, Exponents, Basic Algebra",40,DS,85,,Is Y greater than 7/11? (1) 1/5 < Y < 11/12 (2) 2/9 < Y < 8/13
"Calculations, Exponents, Basic Algebra",41,PS,85,,"If (√x + √y) / (x – y) = (2√x + 2√y) / [x + 2√(xy) + y], what is the ratio of x to y ? ½ 2..."
"Calculations, Exponents, Basic Algebra",42,DS,85,,Is pq = 1? (1) pqp = p (2) qpq = q
"Calculations, Exponents, Basic Algebra",43,PS,85,,"(16 x4 – 81y4) / (2x + 3y) = 12x2 + 27y2 and 4x + 3y = 9, what is x? 1 1.5 2 3 4"
"Calculations, Exponents, Basic Algebra",44,PS,85,,"If f(x) = ax4 – 4x2 + ax – 3, then f(b) – f(Hb) will equal:"
"Calculations, Exponents, Basic Algebra",45,PS,85,,"If p&q = p2 + q2 – 2pq, for what value of q is p&q equal to p2 for all values of p? H2 H1..."
"Calculations, Exponents, Basic Algebra",46,DS,85,,"If t and u are positive integers, what is the value of tH2uH3? (1) tH3uH2 = 1/36 (2) t(uH1..."
"Calculations, Exponents, Basic Algebra",47,PS,85,,"If a and b are different values and a – b = √a H √b, then in terms of b, a equals: √b b b..."
"Calculations, Exponents, Basic Algebra",48,DS,85,,What is the value of ( a! + b!)(c! + d!)? (1) b!d! = 4(a!d!) (2) 60(b!c!) = (b!d!)
"Calculations, Exponents, Basic Algebra",49,PS,85,,"If f(x) = 125/x 3, what is the value of f(5x) / f(x/5) in terms of f(x)? (A) (f(x))2 (B) f..."
"Calculations, Exponents, Basic Algebra",50,PS,85,,"If [3(ab) 3 + 9(ab) 2 – 54ab] / [(aH1)(a + 2)] = 0, and a and b are both nonHzero integers..."
"Calculations, Exponents, Basic Algebra",51,PS,85,,"If the reciprocals of two consecutive integers are added to one another, what is the sum i..."
"Calculations, Exponents, Basic Algebra",52,DS,85,,What is the value of y + x3 + x? (1) y = x (x H 3) (x + 3) (2) y = H5x
"Calculations, Exponents, Basic Algebra",53,PS,85,,"If 3x – 2y – z = 32 + z and √(3x) H √(2y + 2z) = 4, what is the value of x + y + z? (A) 3..."
"Calculations, Exponents, Basic Algebra",54,DS,85,,"If z is not equal to zero, and , then z equals: s 3s 4s H3s H4s 55. 56. If , then = ? (1)..."
"Calculations, Exponents, Basic Algebra",57,DS,85,,"If a, b, x and y are positive integers, what is the value of a H b? (1) (2)"
"Calculations, Exponents, Basic Algebra",58,PS,85,,"If , what is the value of yz? (A) 24 (B) 30 (C) 36 (D) 42 (E) 50"
"Calculations, Exponents, Basic Algebra",59,PS,85,,"x and y are positive integers. , what is the value of xy? 0 2ab 2ab4 – 8b2 – 6 H2ab4 + 8b2..."
"Calculations, Exponents, Basic Algebra",60,PS,86,,"For a threeHdigit number xyz, where x, y, and z are the digits of the number, . If , what..."
"Calculations, Exponents, Basic Algebra",61,DS,86,,"If x, y, and z are integers and 2x5yz = 0.00064, what is the value of xy? (1) z = 20 (2) x..."
"Calculations, Exponents, Basic Algebra",62,DS,86,,"If x is a nonHzero integer, what is the value of xy? (1) x = 2 (2) (128 x)(6x + y) = (482x..."
"Calculations, Exponents, Basic Algebra",63,DS,86,,"If n is an integer and f(n) = f(n – 1) – n, what is the value of f (4)? (1) f(3) = 14 (2)..."
"Calculations, Exponents, Basic Algebra",64,PS,86,,"If #p# = ap3+ bp – 1 where a and b are constants, and #H7# = 3, what is the value of #7#?..."
"Calculations, Exponents, Basic Algebra",65,PS,86,,"Let f(x) = x2 + bx + c. If f(6) = 0 and f(H3) = 0, then b + c = 18 15 H15 H21 H24"
"Calculations, Exponents, Basic Algebra",66,PS,86,,"If = , then x could be equal to which of the following? H1 0 1 4 cannot be determined."
"Calculations, Exponents, Basic Algebra",67,DS,86,,"If 6 xy = x2y + 9y, what is the value of xy? (1) y – x = 3 (2) x3 < 0"
